year;month;state;latitude;longitude;firespots
2002;12;PARA;-25.827.110.156.250.000;-499.978.996.156.754.000;7936
2002;12;RONDONIA;-116.897.650.000.000.000;-626.518.687.704.918.000;122
2002;12;RORAIMA;19.004.779.418.344.500;-602.944.779.865.771.000;447
2002;12;TOCANTINS;-67.285.242.857.142.800;-485.995.235.714.285.000;14
2003;1;ACRE;-81.586.428.571.428.500;-717.747.857.142.857.000;14
2003;1;AMAPA;-0.29751428571428571429;-517.112.285.714.285.000;35
2003;1;AMAZONAS;-19.383.852.242.744.000;-634.763.192.612.137.000;379
2003;1;MARANHAO;-32.678.737.623.762.300;-460.724.702.970.297.000;404
2003;1;MATO GROSSO;-124.141.105.527.638.000;-551.411.021.775.544.000;597
2003;1;PARA;-26.193.020.833.333.300;-502.636.937.500.000.000;1440
2003;1;RONDONIA;-111.079.565.217.391.000;-634.976.666.666.666.000;69
2003;1;RORAIMA;18.097.950.065.703.000;-605.160.433.639.947.000;761
2003;1;TOCANTINS;-71.002.000.000.000.000;-486.262.000.000.000.000;5
2003;2;AMAZONAS;-0.80219379844961240310;-642.093.720.930.232.000;129
2003;2;MARANHAO;-48.810.000.000.000.000;-455.980.000.000.000.000;1
2003;2;MATO GROSSO;-124.262.827.988.338.000;-555.771.020.408.163.000;343
2003;2;PARA;-44.715.652.173.913.000;-517.409.130.434.782.000;23
2003;2;RONDONIA;-115.467.142.857.142.000;-630.010.000.000.000.000;14
2003;2;RORAIMA;18.526.453.433.678.200;-607.550.950.141.110.000;1063
2003;3;AMAPA;13.802.000.000.000.000;-515.178.000.000.000.000;5
2003;3;AMAZONAS;-15.317.978.723.404.200;-641.352.553.191.489.000;94
2003;3;MARANHAO;-37.925.000.000.000.000;-459.965.000.000.000.000;2
2003;3;MATO GROSSO;-125.039.532.967.032.000;-553.892.142.857.142.000;364
2003;3;PARA;-25.205.714.285.714.200;-515.836.428.571.428.000;28
2003;3;RONDONIA;-110.548.333.333.333.000;-621.063.333.333.333.000;12
2003;3;RORAIMA;24.464.044.414.535.600;-611.819.771.197.846.000;1486
2003;3;TOCANTINS;-64.213.333.333.333.300;-489.385.000.000.000.000;6
2003;4;ACRE;-96.902.000.000.000.000;-702.010.000.000.000.000;5
2003;4;AMAPA;124.266.666.666.666.000.000;-507.636.666.666.666.000;3
2003;4;AMAZONAS;-27.949.523.809.523.800;-624.743.095.238.095.000;42
2003;4;MARANHAO;-37.715.000.000.000.000;-459.526.666.666.666.000;6
2003;4;MATO GROSSO;-123.960.402.684.563.000;-549.805.838.926.174.000;596
2003;4;PARA;-40.826.428.571.428.500;-495.304.285.714.285.000;14
2003;4;RONDONIA;-112.663.333.333.333.000;-625.414.444.444.444.000;18
2003;4;RORAIMA;27.132.768.361.581.900;-610.494.689.265.536.000;354
2003;5;ACRE;-99.492.777.777.777.700;-689.000.000.000.000.000;18
2003;5;AMAPA;-0.46500000000000000000;-518.530.000.000.000.000;1
2003;5;AMAZONAS;-55.855.000.000.000.000;-622.054.166.666.666.000;24
2003;5;MARANHAO;-30.955.714.285.714.200;-459.431.714.285.714.000;35
2003;5;MATO GROSSO;-122.489.649.643.705.000;-550.346.157.957.244.000;1684
2003;5;PARA;-33.528.660.714.285.700;-498.155.803.571.428.000;112
2003;5;RONDONIA;-112.558.235.294.117.000;-620.628.235.294.117.000;102
2003;5;RORAIMA;37.321.666.666.666.600;-610.381.666.666.666.000;6
2003;5;TOCANTINS;-81.020.000.000.000.000;-490.400.000.000.000.000;1
2003;6;ACRE;-93.660.555.555.555.500;-692.408.888.888.888.000;18
2003;6;AMAPA;0.88200000000000000000;-511.040.000.000.000.000;3
2003;6;AMAZONAS;-37.641.388.888.888.800;-600.650.000.000.000.000;36
2003;6;MARANHAO;-31.807.500.000.000.000;-459.726.578.947.368.000;76
2003;6;MATO GROSSO;-120.709.892.951.251.000;-552.732.473.649.538.000;6072
2003;6;PARA;-40.282.754.342.431.700;-495.398.635.235.732.000;403
2003;6;RONDONIA;-118.885.982.532.751.000;-617.652.139.737.991.000;229
2003;6;RORAIMA;31.120.000.000.000.000;-611.362.500.000.000.000;4
2003;6;TOCANTINS;-77.891.428.571.428.500;-484.258.571.428.571.000;7
2003;7;ACRE;-95.947.587.822.014.000;-687.401.615.925.058.000;427
2003;7;AMAPA;0.24500000000000000000;-509.640.000.000.000.000;1
2003;7;AMAZONAS;-69.315.083.969.465.600;-628.811.938.931.297.000;655
2003;7;MARANHAO;-38.874.469.026.548.600;-459.948.097.345.132.000;226
2003;7;MATO GROSSO;-113.325.079.487.745.000;-560.685.275.999.116.000;9058
2003;7;PARA;-61.485.133.717.881.400;-524.507.653.382.275.000;3814
2003;7;RONDONIA;-108.777.244.471.010.000;-627.193.514.644.351.000;1673
2003;7;TOCANTINS;-72.129.531.250.000.000;-484.377.500.000.000.000;64
2003;8;ACRE;-95.301.485.931.078.000;-688.968.792.285.804.000;3163
2003;8;AMAPA;10.860.000.000.000.000;-512.172.857.142.857.000;21
2003;8;AMAZONAS;-75.937.649.983.427.200;-646.171.567.782.565.000;3017
2003;8;MARANHAO;-34.285.674.157.303.300;-457.180.561.797.752.000;356
2003;8;MATO GROSSO;-108.349.493.348.982.000;-572.694.720.266.040.000;10224
2003;8;PARA;-69.089.687.887.323.900;-519.841.601.126.760.000;8875
2003;8;RONDONIA;-105.882.149.408.774.000;-629.801.666.482.484.000;9049
2003;8;RORAIMA;16.113.333.333.333.300;-605.063.333.333.333.000;6
2003;8;TOCANTINS;-69.697.777.777.777.700;-485.420.740.740.740.000;54
2003;9;ACRE;-95.679.536.446.665.500;-691.688.760.985.697.000;5803
2003;9;AMAPA;14.439.407.407.407.400;-510.514.888.888.888.000;135
2003;9;AMAZONAS;-69.408.500.385.505.000;-649.714.094.063.222.000;2594
2003;9;MARANHAO;-37.474.508.928.571.400;-459.790.788.690.476.000;672
2003;9;MATO GROSSO;-110.674.084.276.558.000;-556.773.387.426.701.000;14666
2003;9;PARA;-66.451.889.495.765.000;-508.404.517.533.444.000;12633
2003;9;RONDONIA;-110.753.644.885.836.000;-628.390.167.997.029.000;10774
2003;9;RORAIMA;24.935.000.000.000.000;-606.108.750.000.000.000;8
2003;9;TOCANTINS;-71.579.880.952.380.900;-486.076.269.841.269.000;504
2003;10;ACRE;-96.583.006.724.303.500;-690.960.537.944.284.000;1041
2003;10;AMAPA;15.644.714.828.897.300;-511.923.612.167.300.000;526
2003;10;AMAZONAS;-48.708.951.917.882.200;-616.414.343.598.055.000;1851
2003;10;MARANHAO;-43.004.219.615.509.900;-460.666.520.039.100.000;3069
2003;10;MATO GROSSO;-125.532.198.905.109.000;-571.507.249.087.591.000;4384
2003;10;PARA;-38.859.577.401.468.600;-511.927.907.987.411.000;6673
2003;10;RONDONIA;-109.267.586.615.729.000;-630.738.685.285.206.000;7591
2003;10;RORAIMA;21.628.750.000.000.000;-607.282.083.333.333.000;24
2003;10;TOCANTINS;-66.316.098.901.098.900;-485.366.373.626.373.000;182
2003;11;ACRE;-81.575.333.333.333.300;-718.648.666.666.666.000;30
2003;11;AMAPA;10.592.667.860.340.100;-512.444.341.987.466.000;1117
2003;11;AMAZONAS;-35.527.884.615.384.600;-600.525.166.666.666.000;780
2003;11;MARANHAO;-37.418.904.139.915.800;-459.508.078.370.599.000;4517
2003;11;MATO GROSSO;-122.747.988.929.889.000;-563.464.329.643.296.000;1626
2003;11;PARA;-26.559.923.592.992.900;-503.984.549.012.299.000;10732
2003;11;RONDONIA;-112.105.500.667.556.000;-628.723.951.935.914.000;749
2003;11;RORAIMA;26.119.423.076.923.000;-607.214.038.461.538.000;52
2003;11;TOCANTINS;-61.561.428.571.428.500;-484.087.142.857.142.000;28
2003;12;ACRE;-95.165.000.000.000.000;-692.682.500.000.000.000;4
2003;12;AMAPA;0.75537967115097159940;-510.809.252.615.844.000;669
2003;12;AMAZONAS;-31.686.423.728.813.500;-603.755.593.220.338.000;590
2003;12;MARANHAO;-31.697.758.233.532.900;-458.758.581.586.826.000;2672
2003;12;MATO GROSSO;-123.228.644.222.020.000;-555.691.956.323.930.000;1099
2003;12;PARA;-24.898.533.703.123.100;-506.751.682.141.565.000;8293
2003;12;RONDONIA;-113.825.731.225.296.000;-629.242.569.169.960.000;253
2003;12;RORAIMA;26.800.493.273.542.600;-602.784.484.304.932.000;223
2003;12;TOCANTINS;-70.298.000.000.000.000;-485.433.000.000.000.000;10
2004;1;AMAPA;0.13186206896551724138;-516.420.862.068.965.000;58
2004;1;AMAZONAS;-0.76196389891696750903;-645.031.516.245.487.000;277
2004;1;MARANHAO;-31.337.024.793.388.400;-459.855.578.512.396.000;242
2004;1;MATO GROSSO;-124.280.643.274.853.000;-555.283.333.333.333.000;171
2004;1;PARA;-23.700.777.142.857.100;-508.675.931.428.571.000;875
2004;1;RONDONIA;-117.702.580.645.161.000;-633.065.483.870.967.000;31
2004;1;RORAIMA;23.212.394.636.015.300;-602.449.597.701.149.000;522
2004;1;TOCANTINS;-63.745.000.000.000.000;-481.895.000.000.000.000;2
2004;2;ACRE;-81.507.500.000.000.000;-726.112.500.000.000.000;4
2004;2;AMAPA;0.68600000000000000000;-509.870.000.000.000.000;1
2004;2;AMAZONAS;-0.37227131782945736434;-640.203.565.891.472.000;129
2004;2;MARANHAO;-44.713.333.333.333.300;-459.960.000.000.000.000;6
2004;2;MATO GROSSO;-126.547.840.909.090.000;-555.268.636.363.636.000;264
2004;2;PARA;-35.081.944.444.444.400;-516.709.444.444.444.000;36
2004;2;RONDONIA;-104.179.375.000.000.000;-639.149.375.000.000.000;16
2004;2;RORAIMA;25.801.661.891.117.400;-604.423.409.742.120.000;349
2004;3;AMAZONAS;-23.434.500.000.000.000;-649.055.000.000.000.000;20
2004;3;MARANHAO;-30.525.000.000.000.000;-463.330.000.000.000.000;4
2004;3;MATO GROSSO;-126.313.339.920.948.000;-554.806.916.996.047.000;506
2004;3;PARA;-34.617.241.379.310.300;-498.759.310.344.827.000;29
2004;3;RONDONIA;-115.345.000.000.000.000;-625.322.692.307.692.000;26
2004;3;RORAIMA;18.030.022.271.714.900;-604.854.097.995.545.000;449
2004;3;TOCANTINS;-78.170.000.000.000.000;-488.000.000.000.000.000;1
2004;4;ACRE;-108.874.444.444.444.000;-685.370.000.000.000.000;9
2004;4;AMAPA;-0.93000000000000000000;-523.270.000.000.000.000;1
2004;4;AMAZONAS;-24.366.538.461.538.400;-640.378.076.923.076.000;26
2004;4;MARANHAO;-41.118.571.428.571.400;-462.197.142.857.142.000;7
2004;4;MATO GROSSO;-125.757.386.363.636.000;-552.345.860.389.610.000;616
2004;4;PARA;-32.560.983.606.557.300;-522.236.885.245.901.000;61
2004;4;RONDONIA;-113.888.888.888.888.000;-628.036.296.296.296.000;27
2004;4;RORAIMA;25.187.175.572.519.000;-607.183.969.465.648.000;262
2004;4;TOCANTINS;-71.420.000.000.000.000;-486.490.000.000.000.000;3
2004;5;ACRE;-93.461.428.571.428.500;-707.879.523.809.523.000;21
2004;5;AMAPA;-0.91900000000000000000;-522.860.000.000.000.000;1
2004;5;AMAZONAS;-34.115.454.545.454.500;-609.310.000.000.000.000;11
2004;5;MARANHAO;-31.031.296.296.296.200;-456.855.185.185.185.000;54
2004;5;MATO GROSSO;-122.952.957.545.486.000;-550.079.450.588.655.000;2803
2004;5;PARA;-34.724.455.958.549.200;-498.183.056.994.818.000;193
2004;5;RONDONIA;-119.883.750.000.000.000;-617.033.437.500.000.000;32
2004;5;RORAIMA;27.832.222.222.222.200;-604.793.333.333.333.000;9
2004;5;TOCANTINS;-69.152.857.142.857.100;-486.615.714.285.714.000;7
2004;6;ACRE;-93.908.333.333.333.300;-696.865.000.000.000.000;12
2004;6;AMAPA;14.738.571.428.571.400;-510.595.714.285.714.000;7
2004;6;AMAZONAS;-56.699.534.883.720.900;-614.181.627.906.976.000;43
2004;6;MARANHAO;-31.512.238.805.970.100;-460.200.746.268.656.000;67
2004;6;MATO GROSSO;-120.917.192.939.143.000;-551.845.669.670.411.000;8101
2004;6;PARA;-44.567.142.857.142.800;-499.233.218.210.361.000;637
2004;6;RONDONIA;-115.559.128.919.860.000;-619.058.153.310.104.000;287
2004;6;RORAIMA;39.513.333.333.333.300;-610.972.222.222.222.000;9
2004;6;TOCANTINS;-73.851.250.000.000.000;-485.143.125.000.000.000;16
2004;7;ACRE;-93.500.736.842.105.200;-689.904.000.000.000.000;95
2004;7;AMAPA;107.000.000.000.000.000.000;-505.735.000.000.000.000;4
2004;7;AMAZONAS;-66.291.978.021.978.000;-619.592.802.197.802.000;364
2004;7;MARANHAO;-38.337.835.051.546.300;-460.137.938.144.329.000;194
2004;7;MATO GROSSO;-115.834.817.403.287.000;-558.815.364.701.250.000;10159
2004;7;PARA;-65.030.007.552.870.000;-530.342.521.148.036.000;6620
2004;7;RONDONIA;-107.518.159.117.305.000;-627.359.953.542.392.000;1722
2004;7;RORAIMA;28.900.000.000.000.000;-608.810.000.000.000.000;2
2004;7;TOCANTINS;-68.967.368.421.052.600;-482.613.684.210.526.000;19
2004;8;ACRE;-96.492.851.445.663.000;-688.748.773.678.963.000;1003
2004;8;AMAPA;13.353.333.333.333.300;-510.399.444.444.444.000;18
2004;8;AMAZONAS;-68.770.540.540.540.500;-619.456.562.162.162.000;1850
2004;8;MARANHAO;-36.070.495.626.822.100;-456.503.673.469.387.000;343
2004;8;MATO GROSSO;-106.883.787.385.712.000;-570.487.115.295.211.000;12906
2004;8;PARA;-71.849.456.917.305.800;-526.274.179.497.228.000;17861
2004;8;RONDONIA;-107.656.460.205.739.000;-627.172.606.388.738.000;9235
2004;8;RORAIMA;29.545.909.090.909.000;-610.627.272.727.272.000;22
2004;8;TOCANTINS;-70.068.048.780.487.800;-485.019.634.146.341.000;82
2004;9;ACRE;-98.355.229.021.619.600;-688.039.587.761.084.000;5458
2004;9;AMAPA;13.048.119.658.119.600;-511.164.444.444.444.000;117
2004;9;AMAZONAS;-74.544.010.673.234.800;-649.248.620.689.655.000;2436
2004;9;MARANHAO;-37.074.876.760.563.300;-460.241.373.239.436.000;568
2004;9;MATO GROSSO;-110.938.951.217.552.000;-562.042.347.102.788.000;24886
2004;9;PARA;-67.706.467.120.499.600;-510.784.572.250.684.000;14249
2004;9;RONDONIA;-108.689.319.210.728.000;-627.984.554.540.018.000;23414
2004;9;RORAIMA;34.658.666.666.666.600;-609.516.666.666.666.000;15
2004;9;TOCANTINS;-72.319.630.606.860.100;-485.569.947.229.551.000;379
2004;10;ACRE;-101.215.276.461.295.000;-688.108.041.074.249.000;633
2004;10;AMAPA;16.645.505.617.977.500;-512.287.734.082.397.000;534
2004;10;AMAZONAS;-46.844.686.700.767.200;-616.471.355.498.721.000;1564
2004;10;MARANHAO;-40.574.339.768.339.700;-461.748.015.444.015.000;1295
2004;10;MATO GROSSO;-123.598.021.623.139.000;-567.394.714.967.705.000;7122
2004;10;PARA;-37.254.614.147.909.900;-507.916.521.972.132.000;7464
2004;10;RONDONIA;-110.770.375.540.699.000;-627.818.798.662.996.000;5086
2004;10;RORAIMA;36.331.690.140.845.000;-605.656.338.028.169.000;71
2004;10;TOCANTINS;-67.926.918.238.993.700;-484.630.314.465.408.000;159
2004;11;ACRE;-91.507.600.000.000.000;-705.712.000.000.000.000;25
2004;11;AMAPA;11.505.170.697.012.800;-512.782.240.398.293.000;1406
2004;11;AMAZONAS;-34.415.708.502.024.200;-593.794.989.878.542.000;988
2004;11;MARANHAO;-38.214.273.110.855.300;-459.559.415.036.440.000;5214
2004;11;MATO GROSSO;-124.363.520.678.685.000;-559.815.355.249.204.000;1886
2004;11;PARA;-27.990.834.064.419.100;-510.805.958.766.762.000;15958
2004;11;RONDONIA;-109.870.073.529.411.000;-629.551.838.235.294.000;680
2004;11;RORAIMA;32.672.380.952.380.900;-604.125.857.142.857.000;210
2004;11;TOCANTINS;-64.574.035.087.719.200;-484.239.649.122.807.000;57
2004;12;ACRE;-103.451.818.181.818.000;-681.993.636.363.636.000;11
2004;12;AMAPA;12.565.584.518.167.400;-511.589.478.672.985.000;1266
2004;12;AMAZONAS;-27.697.200.000.000.000;-598.088.826.666.666.000;375
2004;12;MARANHAO;-34.205.952.449.985.500;-458.825.732.096.259.000;3449
2004;12;MATO GROSSO;-123.800.828.343.313.000;-560.504.201.596.806.000;1002
2004;12;PARA;-23.367.087.283.745.400;-508.036.270.159.319.000;10231
2004;12;RONDONIA;-110.436.119.402.985.000;-626.399.552.238.805.000;268
2004;12;RORAIMA;33.360.598.006.644.500;-605.309.534.883.720.000;301
2004;12;TOCANTINS;-64.560.476.190.476.100;-483.842.380.952.380.000;21
2005;1;ACRE;-80.654.500.000.000.000;-720.865.000.000.000.000;20
2005;1;AMAPA;10.062.371.134.020.600;-509.435.515.463.917.000;194
2005;1;AMAZONAS;-27.791.911.111.111.100;-600.861.955.555.555.000;225
2005;1;MARANHAO;-31.671.977.011.494.200;-459.159.080.459.770.000;435
2005;1;MATO GROSSO;-124.223.131.313.131.000;-554.884.444.444.444.000;297
2005;1;PARA;-26.667.969.241.523.900;-517.133.921.705.697.000;2861
2005;1;RONDONIA;-108.286.803.278.688.000;-639.459.016.393.442.000;122
2005;1;RORAIMA;18.440.774.193.548.300;-601.950.903.225.806.000;155
2005;1;TOCANTINS;-72.868.000.000.000.000;-486.426.000.000.000.000;5
2005;2;AMAPA;0.42200000000000000000;-513.880.000.000.000.000;1
2005;2;AMAZONAS;-30.134.375.000.000.000;-619.063.750.000.000.000;16
2005;2;MARANHAO;-37.824.117.647.058.800;-465.711.470.588.235.000;34
2005;2;MATO GROSSO;-126.487.722.929.936.000;-553.571.194.267.515.000;628
2005;2;PARA;-34.557.603.305.785.100;-502.786.363.636.363.000;121
2005;2;RONDONIA;-121.696.341.463.414.000;-618.821.707.317.073.000;41
2005;2;RORAIMA;17.966.859.903.381.600;-602.427.149.758.454.000;207
2005;3;ACRE;-87.806.000.000.000.000;-701.262.000.000.000.000;5
2005;3;AMAZONAS;-14.386.000.000.000.000;-684.151.333.333.333.000;15
2005;3;MARANHAO;-35.350.000.000.000.000;-467.153.333.333.333.000;3
2005;3;MATO GROSSO;-128.031.016.260.162.000;-549.846.829.268.292.000;246
2005;3;PARA;-31.506.250.000.000.000;-502.943.125.000.000.000;32
2005;3;RONDONIA;-121.131.875.000.000.000;-614.455.625.000.000.000;16
2005;3;RORAIMA;25.743.786.848.072.500;-608.162.970.521.541.000;441
2005;4;ACRE;-108.070.000.000.000.000;-690.920.000.000.000.000;2
2005;4;AMAZONAS;-24.341.250.000.000.000;-663.502.500.000.000.000;8
2005;4;MARANHAO;-38.502.500.000.000.000;-463.344.166.666.666.000;12
2005;4;MATO GROSSO;-124.689.823.788.546.000;-551.595.066.079.295.000;681
2005;4;PARA;-56.953.720.930.232.500;-510.903.255.813.953.000;43
2005;4;RONDONIA;-118.130.000.000.000.000;-621.175.384.615.384.000;26
2005;4;RORAIMA;28.221.964.285.714.200;-606.970.892.857.142.000;56
2005;4;TOCANTINS;-75.115.000.000.000.000;-482.750.000.000.000.000;4
2005;5;ACRE;-96.078.235.294.117.600;-699.352.941.176.470.000;17
2005;5;AMAPA;0.64700000000000000000;-510.410.000.000.000.000;1
2005;5;AMAZONAS;-44.240.000.000.000.000;-619.859.722.222.222.000;36
2005;5;MARANHAO;-44.541.333.333.333.300;-464.528.000.000.000.000;15
2005;5;MATO GROSSO;-124.281.424.766.977.000;-557.433.821.571.238.000;1502
2005;5;PARA;-52.559.207.920.792.000;-503.892.871.287.128.000;101
2005;5;RONDONIA;-114.540.983.606.557.000;-624.914.918.032.786.000;61
2005;5;RORAIMA;31.026.666.666.666.600;-604.653.333.333.333.000;6
2005;5;TOCANTINS;-77.400.000.000.000.000;-487.640.000.000.000.000;7
2005;6;ACRE;-95.044.000.000.000.000;-695.156.400.000.000.000;75
2005;6;AMAPA;16.883.333.333.333.300;-510.726.666.666.666.000;3
2005;6;AMAZONAS;-69.880.384.615.384.600;-641.761.384.615.384.000;130
2005;6;MARANHAO;-41.314.680.851.063.800;-463.714.574.468.085.000;94
2005;6;MATO GROSSO;-121.188.426.900.584.000;-560.464.526.315.789.000;1710
2005;6;PARA;-45.177.164.634.146.300;-501.995.746.951.219.000;656
2005;6;RONDONIA;-109.588.314.176.245.000;-629.102.183.908.045.000;261
2005;6;RORAIMA;29.630.000.000.000.000;-605.551.000.000.000.000;10
2005;6;TOCANTINS;-66.948.000.000.000.000;-483.108.666.666.666.000;15
2005;7;ACRE;-91.116.417.253.521.100;-696.571.003.521.126.000;1136
2005;7;AMAPA;0.19900000000000000000;-512.790.000.000.000.000;1
2005;7;AMAZONAS;-76.299.097.148.891.200;-644.690.607.180.570.000;1894
2005;7;MARANHAO;-38.358.181.818.181.800;-459.944.976.076.555.000;209
2005;7;MATO GROSSO;-109.964.180.451.127.000;-568.115.909.774.436.000;4655
2005;7;PARA;-61.978.837.700.760.700;-525.313.412.933.220.000;9464
2005;7;RONDONIA;-102.553.343.605.546.000;-635.511.273.754.494.000;1947
2005;7;RORAIMA;41.510.000.000.000.000;-606.698.750.000.000.000;8
2005;7;TOCANTINS;-67.832.800.000.000.000;-484.869.400.000.000.000;50
2005;8;ACRE;-93.542.159.342.808.700;-691.343.971.834.659.000;7669
2005;8;AMAPA;0.43733333333333333333;-509.749.333.333.333.000;15
2005;8;AMAZONAS;-73.968.687.510.449.700;-645.857.507.105.835.000;5981
2005;8;MARANHAO;-39.694.720.670.391.000;-459.468.938.547.486.000;358
2005;8;MATO GROSSO;-105.160.639.112.131.000;-573.292.569.460.390.000;13065
2005;8;PARA;-67.674.766.659.614.900;-521.253.095.409.350.000;23635
2005;8;RONDONIA;-104.014.843.725.582.000;-634.569.200.656.352.000;12798
2005;8;RORAIMA;22.764.375.000.000.000;-604.451.875.000.000.000;16
2005;8;TOCANTINS;-64.855.330.396.475.700;-484.502.422.907.488.000;227
2005;9;ACRE;-97.377.399.868.680.200;-689.224.451.739.986.000;6092
2005;9;AMAPA;13.212.589.928.057.500;-511.431.294.964.028.000;139
2005;9;AMAZONAS;-72.476.530.115.595.200;-643.440.655.039.545.000;4931
2005;9;MARANHAO;-42.370.649.474.689.500;-463.787.268.385.864.000;1047
2005;9;MATO GROSSO;-109.418.096.852.957.000;-566.874.584.915.897.000;22116
2005;9;PARA;-63.135.030.641.106.200;-510.584.784.726.587.000;12728
2005;9;RONDONIA;-107.829.745.957.324.000;-629.668.788.154.243.000;20902
2005;9;RORAIMA;36.052.129.629.629.600;-606.402.222.222.222.000;108
2005;9;TOCANTINS;-69.990.885.311.871.200;-486.100.060.362.173.000;497
2005;10;ACRE;-101.095.376.458.112.000;-684.810.084.835.630.000;943
2005;10;AMAPA;17.826.247.544.204.300;-513.001.787.819.253.000;509
2005;10;AMAZONAS;-47.625.050.033.355.500;-615.418.725.817.211.000;1499
2005;10;MARANHAO;-41.596.292.418.772.500;-460.878.657.039.711.000;2770
2005;10;MATO GROSSO;-117.969.632.988.522.000;-559.233.196.825.846.000;7057
2005;10;PARA;-42.277.732.765.565.600;-508.500.402.808.148.000;8689
2005;10;RONDONIA;-107.846.208.139.041.000;-628.446.740.144.128.000;4718
2005;10;RORAIMA;30.634.958.677.685.900;-606.114.710.743.801.000;121
2005;10;TOCANTINS;-70.837.421.383.647.700;-485.382.704.402.515.000;318
2005;11;ACRE;-97.468.148.148.148.100;-692.180.740.740.740.000;27
2005;11;AMAPA;10.249.525.616.698.200;-512.707.447.817.836.000;1054
2005;11;AMAZONAS;-37.473.205.282.112.800;-595.032.917.166.866.000;833
2005;11;MARANHAO;-37.167.635.791.881.000;-458.583.816.466.552.000;3498
2005;11;MATO GROSSO;-119.477.816.901.408.000;-563.525.193.661.971.000;1136
2005;11;PARA;-27.205.016.011.955.500;-505.737.284.372.331.000;9368
2005;11;RONDONIA;-105.349.538.002.980.000;-627.926.050.670.640.000;671
2005;11;RORAIMA;28.911.771.428.571.400;-602.244.800.000.000.000;175
2005;11;TOCANTINS;-64.256.071.428.571.400;-484.305.714.285.714.000;28
2005;12;ACRE;-90.487.142.857.142.800;-700.927.142.857.142.000;7
2005;12;AMAPA;0.63632038834951456311;-513.914.271.844.660.000;103
2005;12;AMAZONAS;-42.504.736.842.105.200;-614.428.684.210.526.000;76
2005;12;MARANHAO;-32.875.671.641.791.000;-458.972.695.095.948.000;2345
2005;12;MATO GROSSO;-127.750.000.000.000.000;-559.775.404.040.404.000;396
2005;12;PARA;-21.981.037.311.458.000;-496.387.247.949.192.000;3779
2005;12;RONDONIA;-105.067.564.102.564.000;-634.303.461.538.461.000;78
2005;12;RORAIMA;36.119.936.708.860.700;-602.728.797.468.354.000;158
2005;12;TOCANTINS;-71.515.000.000.000.000;-487.800.833.333.333.000;24
2006;1;ACRE;-76.621.428.571.428.500;-728.960.000.000.000.000;7
2006;1;AMAPA;0.65100000000000000000;-513.182.000.000.000.000;10
2006;1;AMAZONAS;-33.773.544.303.797.400;-618.774.430.379.746.000;79
2006;1;MARANHAO;-33.410.614.525.139.600;-461.512.346.368.715.000;179
2006;1;MATO GROSSO;-121.406.250.000.000.000;-547.565.277.777.777.000;720
2006;1;PARA;-30.421.649.122.807.000;-505.205.684.210.526.000;855
2006;1;RONDONIA;-101.173.571.428.571.000;-634.809.285.714.285.000;14
2006;1;RORAIMA;29.382.959.183.673.400;-602.810.510.204.081.000;98
2006;1;TOCANTINS;-71.150.000.000.000.000;-487.053.636.363.636.000;11
2006;2;ACRE;-81.910.000.000.000.000;-705.500.000.000.000.000;1
2006;2;AMAPA;-0.71600000000000000000;-523.130.000.000.000.000;1
2006;2;AMAZONAS;-37.449.677.419.354.800;-613.399.354.838.709.000;31
2006;2;MARANHAO;-38.186.666.666.666.600;-465.585.555.555.555.000;9
2006;2;MATO GROSSO;-125.591.773.584.905.000;-552.971.433.962.264.000;265
2006;2;PARA;-28.619.272.727.272.700;-500.886.727.272.727.000;110
2006;2;RONDONIA;-115.043.684.210.526.000;-616.075.263.157.894.000;19
2006;2;RORAIMA;19.402.040.816.326.500;-603.425.102.040.816.000;441
2006;2;TOCANTINS;-61.585.000.000.000.000;-481.075.000.000.000.000;2
2006;3;AMAZONAS;-18.144.333.333.333.300;-653.776.333.333.333.000;30
2006;3;MARANHAO;-36.333.333.333.333.300;-466.716.666.666.666.000;3
2006;3;MATO GROSSO;-125.969.102.564.102.000;-549.759.070.512.820.000;312
2006;3;PARA;-21.341.666.666.666.600;-511.046.666.666.666.000;18
2006;3;RONDONIA;-105.798.666.666.666.000;-626.286.000.000.000.000;15
2006;3;RORAIMA;21.811.259.541.984.700;-605.291.908.396.946.000;524
2006;3;TOCANTINS;-68.660.000.000.000.000;-480.190.000.000.000.000;1
2006;4;ACRE;-108.875.000.000.000.000;-687.185.000.000.000.000;2
2006;4;AMAPA;-0.50325000000000000000;-517.230.000.000.000.000;4
2006;4;AMAZONAS;-17.054.642.857.142.800;-642.337.857.142.857.000;28
2006;4;MARANHAO;-40.925.000.000.000.000;-453.360.000.000.000.000;2
2006;4;MATO GROSSO;-126.668.592.057.761.000;-558.844.693.140.794.000;277
2006;4;PARA;-49.000.909.090.909.000;-529.541.818.181.818.000;11
2006;4;RONDONIA;-115.233.333.333.333.000;-622.977.777.777.777.000;9
2006;4;RORAIMA;26.134.308.510.638.200;-608.027.420.212.765.000;376
2006;5;ACRE;-87.206.551.724.137.900;-711.897.586.206.896.000;58
2006;5;AMAZONAS;-64.721.000.000.000.000;-679.337.500.000.000.000;20
2006;5;MARANHAO;-33.584.090.909.090.900;-458.439.090.909.090.000;22
2006;5;MATO GROSSO;-126.261.858.974.358.000;-557.984.102.564.102.000;624
2006;5;PARA;-27.140.000.000.000.000;-477.578.750.000.000.000;8
