year;month;state;latitude;longitude;firespots
2009;10;TOCANTINS;-62.751.192.660.550.400;-483.647.155.963.302.000;109
2009;11;ACRE;-84.837.800.000.000.000;-716.975.200.000.000.000;50
2009;11;AMAPA;11.658.681.614.349.700;-512.914.959.641.255.000;1115
2009;11;AMAZONAS;-33.184.964.394.710.000;-593.798.250.254.323.000;983
2009;11;MARANHAO;-37.976.317.365.269.400;-460.068.134.730.538.000;3340
2009;11;MATO GROSSO;-126.278.456.521.739.000;-571.987.847.826.086.000;460
2009;11;PARA;-27.925.538.646.375.600;-509.932.629.555.466.000;12485
2009;11;RONDONIA;-107.625.700.934.579.000;-630.107.056.074.766.000;214
2009;11;RORAIMA;16.964.619.289.340.100;-601.575.025.380.710.000;394
2009;11;TOCANTINS;-62.346.825.396.825.300;-484.338.095.238.095.000;63
2009;12;ACRE;-88.615.000.000.000.000;-703.585.000.000.000.000;2
2009;12;AMAPA;0.00052941176470588235;-514.507.573.529.411.000;136
2009;12;AMAZONAS;-27.739.928.571.428.500;-595.968.500.000.000.000;140
2009;12;MARANHAO;-28.974.089.805.825.200;-458.110.188.106.796.000;1648
2009;12;MATO GROSSO;-124.994.924.242.424.000;-558.123.106.060.606.000;132
2009;12;PARA;-23.056.991.150.442.400;-501.363.962.635.201.000;4068
2009;12;RONDONIA;-108.781.600.000.000.000;-634.198.000.000.000.000;25
2009;12;RORAIMA;21.810.028.653.295.100;-603.510.401.146.131.000;349
2009;12;TOCANTINS;-67.752.000.000.000.000;-485.882.000.000.000.000;5
2010;1;ACRE;-103.020.000.000.000.000;-675.330.000.000.000.000;1
2010;1;AMAPA;-0.77375000000000000000;-524.325.000.000.000.000;4
2010;1;AMAZONAS;-15.424.946.236.559.100;-645.503.118.279.569.000;93
2010;1;MARANHAO;-32.702.413.793.103.400;-459.761.839.080.459.000;261
2010;1;MATO GROSSO;-127.559.577.464.788.000;-557.174.647.887.323.000;142
2010;1;PARA;-26.200.085.592.011.400;-498.067.674.750.356.000;701
2010;1;RONDONIA;-117.254.230.769.230.000;-624.199.230.769.230.000;26
2010;1;RORAIMA;23.901.072.210.065.600;-608.688.490.153.172.000;457
2010;1;TOCANTINS;-70.137.500.000.000.000;-486.905.833.333.333.000;12
2010;2;AMAZONAS;-0.49268421052631578947;-647.461.184.210.526.000;76
2010;2;MARANHAO;-38.921.818.181.818.100;-464.830.909.090.909.000;11
2010;2;MATO GROSSO;-126.470.528.301.886.000;-553.657.320.754.716.000;265
2010;2;PARA;-33.940.204.081.632.600;-503.592.585.034.013.000;147
2010;2;RONDONIA;-112.225.555.555.555.000;-625.457.777.777.777.000;9
2010;2;RORAIMA;27.178.564.668.769.700;-610.472.413.249.211.000;634
2010;2;TOCANTINS;-70.870.000.000.000.000;-485.482.000.000.000.000;5
2010;3;ACRE;-109.550.000.000.000.000;-687.110.000.000.000.000;1
2010;3;AMAPA;112.900.000.000.000.000.000;-520.730.000.000.000.000;3
2010;3;AMAZONAS;-25.286.406.250.000.000;-636.550.000.000.000.000;64
2010;3;MARANHAO;-37.277.142.857.142.800;-463.137.500.000.000.000;28
2010;3;MATO GROSSO;-126.099.010.416.666.000;-552.390.234.375.000.000;384
2010;3;PARA;-30.071.134.751.773.000;-504.785.744.680.851.000;141
2010;3;RONDONIA;-123.245.384.615.384.000;-612.433.076.923.076.000;13
2010;3;RORAIMA;22.162.388.059.701.400;-606.475.764.925.373.000;536
2010;3;TOCANTINS;-67.625.000.000.000.000;-484.525.000.000.000.000;6
2010;4;ACRE;-85.820.000.000.000.000;-713.754.000.000.000.000;10
2010;4;AMAZONAS;-60.532.222.222.222.200;-682.326.666.666.666.000;9
2010;4;MATO GROSSO;-124.280.863.723.608.000;-556.173.224.568.138.000;521
2010;4;PARA;-79.166.000.000.000.000;-522.929.333.333.333.000;30
2010;4;RONDONIA;-110.276.428.571.428.000;-622.538.809.523.809.000;42
2010;4;RORAIMA;30.946.842.105.263.100;-607.940.000.000.000.000;19
2010;4;TOCANTINS;-62.675.000.000.000.000;-488.030.000.000.000.000;2
2010;5;ACRE;-93.724.848.484.848.400;-703.436.363.636.363.000;33
2010;5;AMAPA;17.925.000.000.000.000;-508.335.000.000.000.000;2
2010;5;AMAZONAS;-57.192.972.972.972.900;-653.969.729.729.729.000;37
2010;5;MARANHAO;-31.498.000.000.000.000;-451.186.000.000.000.000;5
2010;5;MATO GROSSO;-121.446.670.967.741.000;-551.595.638.709.677.000;775
2010;5;PARA;-58.238.762.886.597.900;-502.994.226.804.123.000;97
2010;5;RONDONIA;-110.448.000.000.000.000;-628.583.428.571.428.000;70
2010;5;RORAIMA;31.440.000.000.000.000;-611.343.333.333.333.000;6
2010;5;TOCANTINS;-75.190.000.000.000.000;-490.430.000.000.000.000;1
2010;6;ACRE;-87.868.536.585.365.800;-710.170.487.804.878.000;41
2010;6;AMAZONAS;-55.462.920.353.982.300;-623.693.716.814.159.000;113
2010;6;MARANHAO;-38.586.969.696.969.600;-459.920.000.000.000.000;33
2010;6;MATO GROSSO;-119.135.038.314.176.000;-554.574.885.057.471.000;1044
2010;6;PARA;-58.727.097.505.668.900;-502.482.902.494.331.000;441
2010;6;RONDONIA;-106.659.775.784.753.000;-628.037.040.358.744.000;223
2010;6;RORAIMA;25.680.000.000.000.000;-601.950.000.000.000.000;1
2010;6;TOCANTINS;-76.282.000.000.000.000;-484.507.333.333.333.000;15
2010;7;ACRE;-92.711.904.761.904.700;-695.557.571.428.571.000;210
2010;7;AMAPA;0.71700000000000000000;-512.263.333.333.333.000;3
2010;7;AMAZONAS;-67.645.317.258.883.200;-635.323.337.563.451.000;788
2010;7;MARANHAO;-38.083.793.103.448.200;-459.338.362.068.965.000;116
2010;7;MATO GROSSO;-112.267.337.923.121.000;-556.762.036.718.301.000;1743
2010;7;PARA;-62.052.251.815.980.600;-511.807.205.811.138.000;2065
2010;7;RONDONIA;-100.836.716.417.910.000;-632.235.464.982.778.000;871
2010;7;RORAIMA;29.245.000.000.000.000;-605.195.000.000.000.000;2
2010;7;TOCANTINS;-69.513.571.428.571.400;-484.604.571.428.571.000;70
2010;8;ACRE;-88.888.902.616.279.000;-703.907.238.372.093.000;2752
2010;8;AMAPA;0.30200000000000000000;-516.210.000.000.000.000;2
2010;8;AMAZONAS;-69.769.292.910.093.100;-637.911.866.565.291.000;5261
2010;8;MARANHAO;-42.456.728.723.404.200;-461.114.281.914.893.000;376
2010;8;MATO GROSSO;-111.038.021.102.256.000;-561.768.053.653.608.000;8909
2010;8;PARA;-72.677.690.639.848.600;-520.925.259.491.627.000;21677
2010;8;RONDONIA;-105.656.092.806.624.000;-628.680.619.285.837.000;5797
2010;8;RORAIMA;23.341.428.571.428.500;-602.794.285.714.285.000;7
2010;8;TOCANTINS;-68.788.776.371.308.000;-485.188.185.654.008.000;237
2010;9;ACRE;-94.081.522.862.823.000;-695.152.765.407.554.000;5030
2010;9;AMAPA;12.476.666.666.666.600;-511.489.722.222.222.000;72
2010;9;AMAZONAS;-66.983.603.581.198.700;-640.720.935.090.773.000;4021
2010;9;MARANHAO;-43.857.600.631.412.700;-461.705.911.602.209.000;1267
2010;9;MATO GROSSO;-112.520.012.658.227.000;-557.045.989.289.191.000;10270
2010;9;PARA;-68.060.311.450.582.700;-514.347.641.403.832.000;15187
2010;9;RONDONIA;-107.384.191.759.112.000;-633.212.807.712.625.000;7572
2010;9;RORAIMA;22.122.592.592.592.500;-608.040.370.370.370.000;27
2010;9;TOCANTINS;-68.569.650.924.024.600;-485.296.591.375.770.000;487
2010;10;ACRE;-95.360.936.902.485.600;-693.245.544.933.078.000;523
2010;10;AMAPA;15.585.167.597.765.300;-512.457.653.631.284.000;358
2010;10;AMAZONAS;-48.203.078.276.165.300;-618.512.638.522.427.000;1137
2010;10;MARANHAO;-38.735.421.800.947.800;-460.071.478.672.985.000;1055
2010;10;MATO GROSSO;-118.317.703.973.309.000;-567.798.028.510.767.000;3297
2010;10;PARA;-43.362.195.804.195.800;-511.097.577.311.577.000;6435
2010;10;RONDONIA;-109.564.175.377.468.000;-630.907.787.456.445.000;1722
2010;10;RORAIMA;29.191.494.252.873.500;-609.648.505.747.126.000;87
2010;10;TOCANTINS;-67.190.326.086.956.500;-485.044.239.130.434.000;184
2010;11;ACRE;-99.165.344.827.586.200;-686.873.620.689.655.000;58
2010;11;AMAPA;14.209.938.775.510.200;-513.974.918.367.346.000;490
2010;11;AMAZONAS;-37.153.475.000.000.000;-601.067.200.000.000.000;400
2010;11;MARANHAO;-38.547.702.498.107.400;-458.952.812.263.436.000;2642
2010;11;MATO GROSSO;-121.356.329.787.234.000;-561.121.737.588.652.000;564
2010;11;PARA;-28.404.416.755.037.100;-507.805.099.416.755.000;7544
2010;11;RONDONIA;-113.693.133.903.133.000;-630.208.319.088.319.000;351
2010;11;RORAIMA;30.023.589.743.589.700;-604.661.538.461.538.000;39
2010;11;TOCANTINS;-69.306.962.025.316.400;-486.331.645.569.620.000;79
2010;12;ACRE;-99.965.000.000.000.000;-692.920.000.000.000.000;2
2010;12;AMAPA;0.11515151515151515152;-516.873.030.303.030.000;66
2010;12;AMAZONAS;-39.317.928.571.428.500;-607.155.642.857.142.000;140
2010;12;MARANHAO;-31.266.615.691.489.300;-456.727.885.638.297.000;1504
2010;12;MATO GROSSO;-129.146.875.000.000.000;-568.259.486.607.142.000;448
2010;12;PARA;-23.116.741.120.468.600;-498.949.703.405.346.000;2731
2010;12;RONDONIA;-108.102.543.859.649.000;-630.360.131.578.947.000;228
2010;12;RORAIMA;29.004.077.669.902.900;-601.284.757.281.553.000;103
2010;12;TOCANTINS;-72.477.777.777.777.700;-487.305.555.555.555.000;18
2011;1;ACRE;-92.930.000.000.000.000;-707.290.000.000.000.000;2
2011;1;AMAZONAS;-15.294.067.796.610.100;-642.665.084.745.762.000;59
2011;1;MARANHAO;-24.356.237.623.762.300;-458.234.950.495.049.000;101
2011;1;MATO GROSSO;-130.759.000.000.000.000;-557.297.625.000.000.000;80
2011;1;PARA;-24.509.452.054.794.500;-508.207.945.205.479.000;219
2011;1;RONDONIA;-120.210.000.000.000.000;-637.815.000.000.000.000;2
2011;1;RORAIMA;29.697.882.736.156.300;-602.976.710.097.719.000;307
2011;1;TOCANTINS;-68.330.000.000.000.000;-486.670.000.000.000.000;1
2011;2;AMAPA;-0.00866666666666666667;-512.553.333.333.333.000;3
2011;2;AMAZONAS;-53.565.000.000.000.000;-622.946.666.666.666.000;6
2011;2;MARANHAO;-44.300.000.000.000.000;-473.920.000.000.000.000;1
2011;2;MATO GROSSO;-126.358.470.588.235.000;-553.248.352.941.176.000;85
2011;2;PARA;-35.479.600.000.000.000;-510.136.000.000.000.000;25
2011;2;RONDONIA;-109.365.454.545.454.000;-625.897.272.727.272.000;11
2011;2;RORAIMA;33.510.000.000.000.000;-605.118.928.571.428.000;140
2011;3;AMAZONAS;-0.89021739130434782609;-656.876.956.521.739.000;23
2011;3;MARANHAO;-33.990.000.000.000.000;-467.237.500.000.000.000;4
2011;3;MATO GROSSO;-123.231.422.018.348.000;-550.940.321.100.917.000;218
2011;3;PARA;-48.342.500.000.000.000;-524.035.625.000.000.000;16
2011;3;RONDONIA;-105.786.666.666.666.000;-635.650.000.000.000.000;6
2011;3;RORAIMA;21.420.443.037.974.600;-605.091.265.822.784.000;158
2011;3;TOCANTINS;-73.065.000.000.000.000;-484.215.000.000.000.000;2
2011;4;ACRE;-78.132.500.000.000.000;-727.885.000.000.000.000;4
2011;4;AMAZONAS;-40.705.714.285.714.200;-632.855.714.285.714.000;7
2011;4;MARANHAO;-45.470.000.000.000.000;-462.390.000.000.000.000;3
2011;4;MATO GROSSO;-125.606.300.366.300.000;-554.946.410.256.410.000;273
2011;4;PARA;-25.961.000.000.000.000;-542.205.000.000.000.000;10
2011;4;RONDONIA;-117.666.666.666.666.000;-621.225.000.000.000.000;12
2011;4;RORAIMA;30.701.025.641.025.600;-606.341.666.666.666.000;156
2011;5;ACRE;-108.362.500.000.000.000;-687.053.750.000.000.000;8
2011;5;AMAPA;143.350.000.000.000.000.000;-507.410.000.000.000.000;2
2011;5;AMAZONAS;-44.862.500.000.000.000;-634.717.500.000.000.000;16
2011;5;MARANHAO;-36.630.000.000.000.000;-455.823.750.000.000.000;8
2011;5;MATO GROSSO;-123.582.846.534.653.000;-555.931.460.396.039.000;404
2011;5;PARA;-30.109.047.619.047.600;-511.969.047.619.047.000;21
2011;5;RONDONIA;-112.707.118.644.067.000;-622.887.966.101.694.000;59
2011;5;RORAIMA;25.860.000.000.000.000;-603.386.666.666.666.000;9
2011;5;TOCANTINS;-53.010.000.000.000.000;-483.970.000.000.000.000;1
2011;6;ACRE;-81.376.538.461.538.400;-715.570.000.000.000.000;26
2011;6;AMAPA;0.11500000000000000000;-511.090.000.000.000.000;1
2011;6;AMAZONAS;-42.446.875.000.000.000;-604.358.437.500.000.000;32
2011;6;MARANHAO;-37.652.641.509.433.900;-458.328.301.886.792.000;53
2011;6;MATO GROSSO;-121.629.086.294.416.000;-555.856.649.746.192.000;591
2011;6;PARA;-41.808.492.462.311.500;-503.246.783.919.597.000;199
2011;6;RONDONIA;-109.983.727.810.650.000;-624.959.053.254.437.000;169
2011;6;RORAIMA;31.767.777.777.777.700;-607.167.777.777.777.000;9
2011;6;TOCANTINS;-76.606.666.666.666.600;-491.146.666.666.666.000;3
2011;7;ACRE;-94.229.000.000.000.000;-694.234.769.230.769.000;130
2011;7;AMAPA;0.81350000000000000000;-511.740.000.000.000.000;4
2011;7;AMAZONAS;-61.718.545.454.545.400;-618.479.060.606.060.000;330
2011;7;MARANHAO;-34.474.945.054.945.000;-456.096.373.626.373.000;91
2011;7;MATO GROSSO;-119.237.384.615.384.000;-550.961.711.538.461.000;520
2011;7;PARA;-42.887.441.406.250.000;-514.660.683.593.750.000;1024
2011;7;RONDONIA;-102.992.343.750.000.000;-629.070.312.500.000.000;320
2011;7;RORAIMA;30.066.000.000.000.000;-604.120.000.000.000.000;10
2011;7;TOCANTINS;-68.099.375.000.000.000;-484.978.125.000.000.000;16
2011;8;ACRE;-88.160.642.335.766.400;-705.647.956.204.379.000;685
2011;8;AMAPA;0.90475000000000000000;-510.673.333.333.333.000;12
2011;8;AMAZONAS;-64.213.804.277.381.700;-632.322.780.298.120.000;1543
2011;8;MARANHAO;-33.472.476.190.476.100;-456.087.714.285.714.000;105
2011;8;MATO GROSSO;-116.502.721.145.745.000;-565.793.807.919.123.000;1187
2011;8;PARA;-54.159.111.842.105.200;-534.418.671.052.631.000;3040
2011;8;RONDONIA;-100.974.410.898.379.000;-635.330.066.273.932.000;1358
2011;8;RORAIMA;29.901.489.361.702.100;-608.149.148.936.170.000;47
2011;8;TOCANTINS;-71.228.800.000.000.000;-483.850.000.000.000.000;25
2011;9;ACRE;-91.874.419.456.066.900;-699.766.799.163.179.000;1912
2011;9;AMAPA;10.211.142.857.142.800;-510.821.428.571.428.000;140
2011;9;AMAZONAS;-61.347.618.110.236.200;-630.327.329.396.325.000;1524
2011;9;MARANHAO;-34.762.906.403.940.800;-458.630.591.133.004.000;406
2011;9;MATO GROSSO;-111.646.506.575.185.000;-562.069.165.237.278.000;3498
2011;9;PARA;-55.766.878.756.780.500;-518.508.130.772.613.000;6821
2011;9;RONDONIA;-106.911.403.580.146.000;-630.046.582.587.469.000;2458
2011;9;RORAIMA;32.146.363.636.363.600;-606.926.818.181.818.000;66
2011;9;TOCANTINS;-61.669.320.987.654.300;-483.502.654.320.987.000;162
2011;10;ACRE;-98.199.242.424.242.400;-686.872.234.848.484.000;264
2011;10;AMAPA;13.432.204.724.409.400;-513.692.939.632.545.000;381
2011;10;AMAZONAS;-46.771.504.739.336.400;-617.808.056.872.037.000;844
2011;10;MARANHAO;-39.588.344.594.594.500;-460.294.459.459.459.000;592
2011;10;MATO GROSSO;-114.087.139.364.303.000;-565.965.079.462.102.000;1636
2011;10;PARA;-39.344.433.304.272.000;-514.357.591.543.156.000;4588
2011;10;RONDONIA;-108.766.034.348.165.000;-632.445.854.800.936.000;1281
2011;10;RORAIMA;27.546.666.666.666.600;-603.420.370.370.370.000;81
2011;10;TOCANTINS;-67.832.043.010.752.600;-484.822.688.172.043.000;93
2011;11;ACRE;-93.503.815.789.473.600;-699.897.960.526.315.000;152
2011;11;AMAPA;0.77665110565110565111;-513.763.734.643.734.000;407
2011;11;AMAZONAS;-37.773.466.135.458.100;-603.573.426.294.820.000;502
2011;11;MARANHAO;-34.777.486.090.035.400;-457.775.842.185.128.000;1977
2011;11;MATO GROSSO;-125.055.244.755.244.000;-564.436.083.916.083.000;429
2011;11;PARA;-27.476.500.000.000.000;-508.626.517.361.111.000;5760
2011;11;RONDONIA;-109.803.921.568.627.000;-633.748.431.372.549.000;357
2011;11;RORAIMA;16.223.646.408.839.700;-601.836.464.088.397.000;181
2011;11;TOCANTINS;-62.922.800.000.000.000;-483.948.800.000.000.000;50
2011;12;ACRE;-103.295.000.000.000.000;-688.071.250.000.000.000;8
2011;12;AMAPA;0.35528923766816143498;-513.109.237.668.161.000;446
2011;12;AMAZONAS;-33.593.098.591.549.200;-592.467.183.098.591.000;142
2011;12;MARANHAO;-31.705.847.094.801.200;-458.488.837.920.489.000;1635
2011;12;MATO GROSSO;-125.692.197.802.197.000;-560.328.351.648.351.000;182
2011;12;PARA;-22.647.882.231.404.900;-502.809.068.181.818.000;4840
2011;12;RONDONIA;-113.777.333.333.333.000;-631.092.222.222.222.000;45
2011;12;RORAIMA;25.748.745.980.707.300;-603.325.948.553.054.000;311
2011;12;TOCANTINS;-64.176.086.956.521.700;-485.936.521.739.130.000;23
2012;1;ACRE;-76.580.000.000.000.000;-730.850.000.000.000.000;1
2012;1;AMAPA;-0.37282352941176470588;-515.426.764.705.882.000;34
2012;1;AMAZONAS;-39.701.250.000.000.000;-610.791.250.000.000.000;8
2012;1;MARANHAO;-28.146.754.966.887.400;-457.519.834.437.086.000;302
2012;1;MATO GROSSO;-134.556.455.696.202.000;-570.879.493.670.886.000;79
2012;1;PARA;-20.854.644.194.756.500;-497.866.273.408.239.000;534
2012;1;RONDONIA;-113.880.000.000.000.000;-620.243.333.333.333.000;6
2012;1;RORAIMA;32.993.472.803.347.200;-604.950.753.138.075.000;239
2012;2;AMAPA;0.65937500000000000000;-515.476.250.000.000.000;8
2012;2;AMAZONAS;-26.882.500.000.000.000;-647.278.750.000.000.000;8
2012;2;MARANHAO;-34.410.000.000.000.000;-463.497.407.407.407.000;27
2012;2;MATO GROSSO;-126.086.343.283.582.000;-550.441.716.417.910.000;134
2012;2;PARA;-25.593.717.948.717.900;-495.118.461.538.461.000;78
2012;2;RONDONIA;-109.364.444.444.444.000;-634.498.888.888.888.000;9
2012;2;RORAIMA;27.222.674.418.604.600;-606.446.220.930.232.000;172
2012;2;TOCANTINS;-72.825.000.000.000.000;-485.010.000.000.000.000;2
2012;3;AMAPA;0.45933333333333333333;-516.810.000.000.000.000;3
2012;3;AMAZONAS;-48.516.000.000.000.000;-645.008.000.000.000.000;5
2012;3;MARANHAO;-35.522.000.000.000.000;-459.836.000.000.000.000;5
2012;3;MATO GROSSO;-126.489.043.824.701.000;-555.135.019.920.318.000;251
2012;3;PARA;-36.855.000.000.000.000;-502.895.000.000.000.000;16
2012;3;RONDONIA;-121.886.500.000.000.000;-616.920.500.000.000.000;20
2012;3;RORAIMA;30.839.562.841.530.000;-606.382.404.371.584.000;183
2012;3;TOCANTINS;-69.980.000.000.000.000;-490.880.000.000.000.000;1
2012;4;ACRE;-105.110.000.000.000.000;-683.143.333.333.333.000;3
2012;4;AMAPA;16.565.000.000.000.000;-509.915.000.000.000.000;2
2012;4;AMAZONAS;-57.717.500.000.000.000;-668.938.750.000.000.000;8
2012;4;MARANHAO;-40.035.000.000.000.000;-460.955.000.000.000.000;2
2012;4;MATO GROSSO;-126.071.703.296.703.000;-550.401.620.879.120.000;364
2012;4;PARA;-53.252.500.000.000.000;-516.287.083.333.333.000;24
2012;4;RONDONIA;-116.167.142.857.142.000;-626.641.428.571.428.000;21
2012;4;RORAIMA;33.817.142.857.142.800;-605.844.081.632.653.000;49
2012;5;ACRE;-101.460.000.000.000.000;-687.974.666.666.666.000;15
2012;5;AMAPA;17.526.666.666.666.600;-508.060.000.000.000.000;3
2012;5;AMAZONAS;-35.892.666.666.666.600;-603.770.000.000.000.000;15
2012;5;MARANHAO;-33.147.500.000.000.000;-455.080.000.000.000.000;24
2012;5;MATO GROSSO;-120.660.948.678.071.000;-550.231.384.136.858.000;643
2012;5;PARA;-40.453.367.346.938.700;-504.160.102.040.816.000;98
2012;5;RONDONIA;-112.284.571.428.571.000;-627.590.571.428.571.000;35
2012;5;RORAIMA;29.097.142.857.142.800;-607.738.571.428.571.000;21
2012;5;TOCANTINS;-68.680.000.000.000.000;-490.920.000.000.000.000;1
2012;6;ACRE;-84.253.333.333.333.300;-716.282.500.000.000.000;12
2012;6;AMAPA;11.640.000.000.000.000;-509.936.250.000.000.000;8
2012;6;AMAZONAS;-39.618.793.103.448.200;-608.247.586.206.896.000;58
2012;6;MARANHAO;-37.690.645.161.290.300;-460.525.483.870.967.000;31
2012;6;MATO GROSSO;-119.457.510.948.905.000;-550.199.284.671.532.000;1370
2012;6;PARA;-42.877.409.836.065.500;-505.722.885.245.901.000;305
2012;6;RONDONIA;-108.612.000.000.000.000;-624.466.545.454.545.000;55
2012;6;RORAIMA;29.473.103.448.275.800;-606.821.724.137.931.000;29
2012;6;TOCANTINS;-75.592.857.142.857.100;-485.294.285.714.285.000;7
2012;7;ACRE;-90.900.378.787.878.700;-701.829.696.969.696.000;132
2012;7;AMAPA;18.703.333.333.333.300;-509.418.333.333.333.000;6
2012;7;AMAZONAS;-61.611.867.088.607.500;-619.696.012.658.227.000;316
2012;7;MARANHAO;-37.045.187.969.924.800;-455.959.774.436.090.000;133
2012;7;MATO GROSSO;-117.472.125.523.012.000;-554.611.807.531.380.000;1195
2012;7;PARA;-50.266.628.242.074.900;-516.572.939.481.268.000;1041
2012;7;RONDONIA;-106.390.790.513.833.000;-628.137.430.830.039.000;253
2012;7;RORAIMA;27.553.333.333.333.300;-606.810.000.000.000.000;3
2012;7;TOCANTINS;-72.206.250.000.000.000;-484.389.375.000.000.000;16
2012;8;ACRE;-88.629.523.809.523.800;-706.323.287.545.787.000;1092
2012;8;AMAPA;0.86400000000000000000;-510.896.129.032.258.000;31
2012;8;AMAZONAS;-69.034.842.367.256.600;-624.485.984.513.274.000;3616
2012;8;MARANHAO;-45.303.668.122.270.700;-460.926.754.002.911.000;687
2012;8;MATO GROSSO;-111.699.306.901.615.000;-567.437.001.468.428.000;3405
2012;8;PARA;-60.821.383.071.553.200;-533.444.731.675.392.000;9168
2012;8;RONDONIA;-99.159.683.717.297.900;-634.261.995.314.330.000;2561
2012;8;RORAIMA;28.737.500.000.000.000;-604.970.000.000.000.000;8
2012;8;TOCANTINS;-68.001.932.773.109.200;-484.374.033.613.445.000;119
2012;9;ACRE;-92.591.022.889.842.600;-699.902.693.133.047.000;2796
2012;9;AMAPA;17.550.809.248.554.900;-511.554.393.063.583.000;173
2012;9;AMAZONAS;-68.705.591.358.476.700;-639.156.957.158.549.000;2731
2012;9;MARANHAO;-45.283.428.844.317.000;-461.507.020.057.306.000;1047
2012;9;MATO GROSSO;-112.763.856.872.527.000;-561.533.213.487.011.000;5813
2012;9;PARA;-62.091.923.076.923.000;-520.061.159.951.159.000;8190
2012;9;RONDONIA;-101.645.450.493.473.000;-634.280.165.552.371.000;3141
2012;9;RORAIMA;34.793.370.786.516.800;-606.275.280.898.876.000;89
2012;9;TOCANTINS;-69.501.264.367.816.000;-484.559.425.287.356.000;87
2012;10;ACRE;-98.550.414.673.046.200;-689.754.688.995.215.000;627
2012;10;AMAPA;17.060.171.526.586.600;-512.686.415.094.339.000;583
2012;10;AMAZONAS;-44.571.219.676.549.800;-612.639.723.719.676.000;1484
2012;10;MARANHAO;-41.257.391.058.290.800;-459.743.101.301.641.000;1767
2012;10;MATO GROSSO;-114.318.520.871.143.000;-568.704.360.254.083.000;2204
2012;10;PARA;-38.899.103.599.058.100;-516.214.976.454.759.000;5946
2012;10;RONDONIA;-104.814.919.614.147.000;-634.355.042.872.454.000;1866
2012;10;RORAIMA;24.966.567.164.179.100;-605.221.592.039.800.000;201
2012;10;TOCANTINS;-68.708.088.235.294.100;-486.314.926.470.588.000;136
2012;11;ACRE;-97.901.025.641.025.600;-690.461.538.461.538.000;39
2012;11;AMAPA;14.373.768.366.464.900;-511.701.927.398.444.000;1157
2012;11;AMAZONAS;-33.800.040.053.404.500;-593.696.995.994.659.000;749
2012;11;MARANHAO;-34.259.910.485.933.500;-458.382.423.273.657.000;1564
2012;11;MATO GROSSO;-121.674.968.354.430.000;-569.070.316.455.696.000;316
2012;11;PARA;-26.786.140.232.217.300;-510.144.750.309.998.000;8871
2012;11;RONDONIA;-105.233.210.332.103.000;-629.486.752.767.527.000;271
2012;11;RORAIMA;23.248.677.042.801.500;-604.013.968.871.595.000;257
2012;11;TOCANTINS;-64.085.428.571.428.500;-484.368.571.428.571.000;35
2012;12;ACRE;-105.990.000.000.000.000;-683.406.666.666.666.000;3
2012;12;AMAPA;16.998.529.411.764.700;-509.834.882.352.941.000;510
2012;12;AMAZONAS;-34.004.741.379.310.300;-601.759.568.965.517.000;116
2012;12;MARANHAO;-29.625.015.037.593.900;-457.295.142.857.142.000;1330
2012;12;MATO GROSSO;-122.789.192.200.557.000;-553.907.214.484.679.000;359
2012;12;PARA;-20.391.006.779.661.000;-497.295.749.152.542.000;2950
2012;12;RONDONIA;-107.952.162.162.162.000;-632.775.540.540.540.000;74
2012;12;RORAIMA;24.684.720.000.000.000;-603.318.080.000.000.000;125
2012;12;TOCANTINS;-68.835.000.000.000.000;-485.040.000.000.000.000;2
2013;1;AMAPA;0.10500000000000000000;-512.470.000.000.000.000;2
2013;1;AMAZONAS;-16.748.604.651.162.700;-641.896.744.186.046.000;43
2013;1;MARANHAO;-30.360.950.000.000.000;-457.634.950.000.000.000;200
2013;1;MATO GROSSO;-126.732.797.202.797.000;-558.192.937.062.937.000;143
2013;1;PARA;-25.478.384.879.725.000;-494.462.542.955.326.000;291
2013;1;RONDONIA;-108.024.375.000.000.000;-633.620.000.000.000.000;16
2013;1;RORAIMA;26.128.962.655.601.600;-605.191.618.257.261.000;482
2013;1;TOCANTINS;-70.857.500.000.000.000;-486.892.500.000.000.000;4
2013;2;AMAPA;0.05250000000000000000;-521.010.000.000.000.000;2
2013;2;AMAZONAS;-40.205.000.000.000.000;-613.290.000.000.000.000;4
2013;2;MARANHAO;-31.375.454.545.454.500;-458.700.454.545.454.000;22
2013;2;MATO GROSSO;-122.172.045.454.545.000;-553.274.500.000.000.000;220
2013;2;PARA;-36.845.106.382.978.700;-501.625.531.914.893.000;47
2013;2;RONDONIA;-108.882.500.000.000.000;-626.870.000.000.000.000;8
2013;2;RORAIMA;25.696.478.873.239.400;-605.232.676.056.338.000;71
2013;3;AMAPA;132.800.000.000.000.000.000;-520.160.000.000.000.000;1
2013;3;AMAZONAS;-29.498.260.869.565.200;-637.300.000.000.000.000;23
2013;3;MARANHAO;-38.620.000.000.000.000;-456.520.000.000.000.000;2
2013;3;MATO GROSSO;-124.333.721.518.987.000;-550.944.683.544.303.000;395
2013;3;PARA;-47.500.000.000.000.000;-515.501.000.000.000.000;20
2013;3;RONDONIA;-117.233.000.000.000.000;-619.741.666.666.666.000;30
2013;3;RORAIMA;28.004.641.509.433.900;-608.836.754.716.981.000;265
2013;3;TOCANTINS;-69.780.000.000.000.000;-485.970.000.000.000.000;2
2013;4;ACRE;-100.646.086.956.521.000;-693.284.565.217.391.000;46
2013;4;AMAPA;-0.12350000000000000000;-515.945.000.000.000.000;2
